TITLE,BGG_URL,COMMENTS,LOCATION,BGG_ID,MINPLAYERS,MAXPLAYERS,THUMBNAIL,IMAGE,DESCRIPTION,YEAR,TYPE,BASEGAME
Space Empires: 4X,https://boardgamegeek.com/boardgame/84419/space-empires-4x,,R2,84419,1.0,4.0,https://cf.geekdo-images.com/thumb/img/f-6AVE0YnXMrHfmWPsqcLRDBlRA=/fit-in/200x150/pic953180.jpg,https://cf.geekdo-images.com/original/img/uDC0HBv8IIJGoVFulHUVtR4WHmo=/0x0/pic953180.jpg,"Space Empires is a game in the finest tradition of 4X space games - eXplore, eXpand, eXploit, and eXterminate.  Each player builds up a space empire and uses it to conquer the other players.  Exploration on the mounted map is simple for players (and dangerous for their ships), revealing different space terrain that affects movement and combat.Space Empires was developed to keep a rich theme without overcomplicated rules.  The game includes carriers and fighters, mines, cloaking, a very large technology tree, fifteen ship classes, merchant shipping, colonization, mining, terraforming, bases, shipyards, black holes, warp points, and non-player aliens.  Yet the rules are short and intuitive:  The basic rules are 8 pages long and increase to 11 pages in length when the advanced rules are included.",2011.0,Game,
Speed Rugby,https://boardgamegeek.com/boardgame/131436/speed-rugby,,Games Locker 2 R2,131436,2.0,2.0,https://cf.geekdo-images.com/thumb/img/dYydkfVlkDN7MGfeNFOYA9j6cyY=/fit-in/200x150/pic1436964.jpg,https://cf.geekdo-images.com/original/img/hHA6ocfj3xJcRmFi0SJFGF98iYU=/0x0/pic1436964.jpg,"Rugby game with dice.There are 6 dice in this game and players roll these on their turn. The Different dice have different faces like: Try, Drop, Penalty, Play, and Validation do the actions according to dice.A game is played over two halves. The Player with the highest score at the end of the game is the winner.",2009.0,Game,
Speed Rugby,https://boardgamegeek.com/boardgame/131436/speed-rugby,,Games Locker 2 R2,131436,2.0,2.0,https://cf.geekdo-images.com/thumb/img/dYydkfVlkDN7MGfeNFOYA9j6cyY=/fit-in/200x150/pic1436964.jpg,https://cf.geekdo-images.com/original/img/hHA6ocfj3xJcRmFi0SJFGF98iYU=/0x0/pic1436964.jpg,"Rugby game with dice.There are 6 dice in this game and players roll these on their turn. The Different dice have different faces like: Try, Drop, Penalty, Play, and Validation do the actions according to dice.A game is played over two halves. The Player with the highest score at the end of the game is the winner.",2009.0,Game,
Sporz Original Outbreak,https://boardgamegeek.com/boardgame/92465/sporz-original-outbreak,,Games Locker 2 R2 Upper Moving Box,92465,7.0,20.0,https://cf.geekdo-images.com/thumb/img/ZCXvk4XhZtESSwC5u88vyZiUha4=/fit-in/200x150/pic1009646.jpg,https://cf.geekdo-images.com/original/img/UfDfGqFhgwYXWCe-eTnMLnJQJ2o=/0x0/pic1009646.jpg,"Blocked aboard a spaceship fleeing the Earth, some of your companions contracted the strange disease which ravaged the humanity. The ""Spore"" takes the control of people who then become ""mutants"". Find these persons ! Look after them or kill them before being contaminated in turn. Unless it is too late and you are already one of them, leading the others to their loss.Sporz is an easy game to set up. The players cooperate to find who is contaminated.But be careful: Each player may secretly change camp and betray his original teammates. Novice and experienced players can play together. The victory of a team comes through successful communication, trust, and a good dose of bluff.The game is highly inspired from Werewolf games, the essential differences are that players usually change team during play, rather than being killed, and that discussions are not public: People must interact one-on-one.There is a game master, the Computer, who organizes the game.At the beginning, each player gets one secret role.Each round is alternatively Day and Night.There are 2 teams: Healthy and Mutant.Mutants act during the night and can do two actions each night (2 actions for the entire team):     Mutate a healthy character (unless he's resistant).     OR Kill another character.     AND Paralyze another character in order to skip his turn.During the night, other roles can also act (such as the Psychologist or the Computer Scientist, who guesses the current number of mutants).During the day, everybody can talk and secretly vote in order to execute 1 character. Yet, if blank votes have majority no one dies.The game ends when all survivors belong to only one team.",2011.0,Game,
Squad Leader,https://boardgamegeek.com/boardgame/1035/squad-leader,,R2,1035,2.0,2.0,https://cf.geekdo-images.com/thumb/img/nSS3959a9DDIpypLeevobXcaPFw=/fit-in/200x150/pic232451.jpg,https://cf.geekdo-images.com/original/img/K-t01sIXgjtoQgBxjnqKzle6d4s=/0x0/pic232451.jpg,"A shot disturbs the eerie silence of a deserted city street, punctuated by the frantic footfalls of men seeking cover. One of Kruger’s last veteran nco’s lies motionless in the street. The remnants of the dead man’s squad are nowhere to be seen—scattered in nearby houses and gutters—all thoughts the advance abandoned with the stunned demise or their leader...the compulsion for revenge obviously overcome by their instinct for self-preservation. Off to the right, Kruger’s own men have located the source of the lethal shot and are laying down a steady stream of fire on the church steeple directly ahead. The absence of responding fire suggests that the lone Russian marksman has beat a hasty retreat of been victimized by the withering fire of the German retort. Kruger has seen enough. He is to occupy the church and set up a regimental observation post at once. His orders leave no leeway for delays by a single sniper. He gives the signal to rush the building. Obedient their training, his men, veterans of France, the Balkans, and 18 months of fighting in Russia, spring to their feet. Seconds later the sharp, staccato retort of a Russian machinegun concludes the assertiveness of death itself that this time Kruger was wrong...This is Squad Leader...a game of WWII tactical combat in Europe. Now you make the instant decisions resulting in life or death for your men, victory or defeat for your army...for YOU are the Squad Leader. YOU direct the fire against your squad, select your plan of attack, or set your defenses against massed Russian human wave or armour assaults. Will that hedgerow provide adequate cover for your flanking efforts, or will your men be cut down by the American machinegun position in the woods? The decision is irrevocable and yours alone. You must live or die by the results.Squad Leader utilizes programmed instruction to guide you through 12 scenarios of increasing realism and complexity. The scenarios run the gamut from street fighting in Stalingrad to armoured advances across snow covered roads in the Ardennes. A Campaign Game ties the individual scenarios together and allows you own personal leader counter to advance in rank and ability. In addition, a “Design You Own” section is included so that players can create an unlimited number of play situations of their own creation.Each hex in Squad Leader represents 40 meters or real terrain with counters representing individual leaders, support weapons, and vehicles of 4 man crews and 12 man squads. Each game turn is divided into two player turns with 8 phases, equivalent to two minutes of actual time.Squad Leader is more than just a game, it is a game system which can be used to portray any WWII infantry action. Its innovative system does for infantry combat what Panzerblitz and Panzer Leader have done for armoured warfare games. Squad Leader provides innovative rules for morale, leadership, machineguns, flamethrowers, demo charges, smoke, hidden placement, sewer movement, off-board artillery, radio contact, anti-tank guns, night actions, wire, entrenchments, mines, bunkers, rubble, multi-story building differentiation, fire, river crossings, roadblocks, mortars, and much more.Be forewarned! Squad Leader is not an easy game. Do not attempt it without prior wargaming experience. Squad Leader is rated Tournament Level IV on the A.H. Complexity scale.In each game you get:    520 two-sided ½” die cut counters representing the men and weapons of the German, Russian, and American armies of WWII.    192 two-sided â…” die cut counters representing fortifications and individual vehicles of the combatants.    Big 22” x 28” four section, full-colour GEOMORPHIC mapboard which can be arranged to make literally hundreds of different terrain configurations that can represent large cities, small villages, wooded hillsides, or even the flat plains of the Ukraine.     Comprehensive, illustrated 36-page rules of play and designer’s notes booklet.    Scenario cards for the first 12 carefully construction game situations.    Two highly refined Quick Reference Data Cards which reduce the complexities of a realistic infantry combat game into easily playable proportions. ",1977.0,Game,
Supernova,https://boardgamegeek.com/boardgame/24491/supernova,,Games Locker 2 R2 Upper Moving Box,24491,3.0,5.0,https://cf.geekdo-images.com/thumb/img/1hxJkqEJRBaBx8SsAvyKX4_Vrbs=/fit-in/200x150/pic251426.jpg,https://cf.geekdo-images.com/original/img/JEXgcJ1J-fiiAgrv2rxlksucehE=/0x0/pic251426.jpg,"Escape! Expand! Defend! Conquer!Your civilization is living peacefully in a solar system whose sun is steadily approaching Supernova. You must abandon your planet and fight for a foothold in a new solar system before your home world is destroyed. Over the next millennium, you will have to learn new technologies - Weapons, Shields, Communications or Engines - to aid in your quest for survival. Earn income by mining moons and discover alien races on new planets, earning you valuable bonuses. You need to plan carefully, balancing your rate of expansion with defense, as you must guard your claimed territory and fend off other civilizations to protect what you have rightfully won.Supernova is a board game with a unique card-based battle system and inspired artwork by Mike Doyle. Players vie for control of space as well as the unstable sun, imminently approaching Supernova.  Players acquire points by owning planets and moons, earning income, and by placing tiles to expand their empire. The modular game board of this wonderful new space design offers a different experience with each play. The player with the most points when the sun goes Supernova is proclaimed the winner! Supernova is #3 in the Valley Games Modern Line",2008.0,Game,
Sylla,https://boardgamegeek.com/boardgame/35761/sylla,,R2,35761,3.0,4.0,https://cf.geekdo-images.com/thumb/img/v_RP4bdW6e7nWMH1f5Jq6OLyf3M=/fit-in/200x150/pic324935.jpg,https://cf.geekdo-images.com/original/img/9c8vRzNPT_DjzpaaX5vaXg7dHyI=/0x0/pic324935.jpg,"Sylla was the name of a Roman Consul and dictator; the name of the game is a reference to his person. The designer tried to bring together ""Res Publica Romana"" and ""Saint Petersburg,"" furthermore playable in one hour.The players will try to become the premier Consul of Rome. Each of the five years (turns) is subdivided into seven phases in which the players take their actions. It will be semi-cooperative as one player alone cannot influence all parts of the Roman social or political life. They also have to prepare for negative events like epidemic plague or persecution of the Christians and also decadence.The Ystari games website has downloadable rules for the game for 2 players.",2008.0,Game,
The Big Idea,https://boardgamegeek.com/boardgame/696/big-idea,,Games Locker 2 R2,696,3.0,6.0,https://cf.geekdo-images.com/thumb/img/UY4_ygalZo2YRkMlbJOOj7CnnHw=/fit-in/200x150/pic59160.jpg,https://cf.geekdo-images.com/original/img/dtRnduxvje5Yap2zMFhrPrOO5t4=/0x0/pic59160.jpg,"The Big Idea is a quick and easy card game (Cheapass style) where the players represent venture capitalists creating companies (from a noun card and an adjective card - ""Erotic Pants"") to take through the process of an IPO. You automatically gain a share in companies you create, and later you have opportunities to secretly invest in a company and publicly buy a share in a company. Finally, you roll a die to see which companies go public in a round: equal to or lessor than the shares issued in the company. And the pay out: based on the number of shares issued and the number of cards used in forming the company times the die roll.  The game is fairly simplistic, but it's lots of fun to create names of products like ""Mentholated Chicken"", while agonizing over helping your opponent because their product will net you the biggest gain.Expanded by:    The Big Idea: More Cards! (compatible only with Semi-Deluxe edition)Re-implemented by:    The Big Idea",2000.0,Game,
The Boss,https://boardgamegeek.com/boardgame/85005/boss,,Games Locker 2 R2 Upper Moving Box,85005,2.0,4.0,https://cf.geekdo-images.com/thumb/img/8VRLuj3tsrSqt3UxUf1iU84dx0U=/fit-in/200x150/pic1091844.jpg,https://cf.geekdo-images.com/original/img/LVhb0mqu1Ffm4xaZfDLiNCefCWQ=/0x0/pic1091844.jpg,"With each card played, you gain more information about the loot — or sanctions — that may be yours for the taking in different American cities. Basing upon this information, you send out the members of your gang to those cities: some are pros, some are wannabes.Whoever has the most gang members in a city cashes the loot or undergoes the sanction. When going to Chicago, you have no choice but to split your takings with the boss himself: Al Capone. The further the game progresses, the higher the stakes are getting, especially in Chicago.The Boss is essentially a card game (with a small game board for keeping scores) of deduction, bluffing, and a lot of backstabbing.",2010.0,Game,
Trenchzone,https://boardgamegeek.com/boardgame/68387/trenchzone,,R2,68387,2.0,2.0,https://cf.geekdo-images.com/thumb/img/e79HkGlfhmo5uED4qUW8Mg7VlHc=/fit-in/200x150/pic710632.jpg,https://cf.geekdo-images.com/original/img/GtOpdYB43XMs3wOplHyU7O2Klhg=/0x0/pic710632.jpg,"Across the muddy no-man's land, your troops advance to victory, in this strategic game of attack and counter attack set in the trenches of World War One.Winning is achieved in two ways, a bloody victory though assaults driving your opponent from one of their trench sectors, or secondly by the eroding of morale from the constant pounding  of artillery, gas attacks and machine gun fire on the trenchzone front.The game encourages a commander to plan strategically, however commanders will have to alter their battle plans as resources become available through placement of cards into a sector or as a result of your opponent’s actions.After your initial set up of Artillery Positions, Pillboxes, Barbed Wire and Squads, your sectors are reinforced or reduced by your orders or your opponents actions in each sector. It's your choice as the commander to wait for reinforcements or to take the initiative and advance across no man’s land.Who will advance to victory?",2010.0,Game,
Wilderness War,https://boardgamegeek.com/boardgame/1822/wilderness-war,,R2,1822,2.0,2.0,https://cf.geekdo-images.com/thumb/img/ftdQKGkOokCuDuLCr0u-s72dlmA=/fit-in/200x150/pic96957.jpg,https://cf.geekdo-images.com/original/img/FmYITvgZGghBGqkpxhnWn1GJaCY=/0x0/pic96957.jpg,"(from GMT website:)Wilderness War takes two players into the French & Indian War, 1755-1760, the climactic struggle between France and Britain for control of North America. It uses strategy cards and a point-to-point map similar to GMT's award winning For the People and Paths of Glory. Players maneuver and fight over a map stretching from Northern Virginia to Canada. As the leader of French or British forces in North America, you will need to defend your frontier, raid your enemy's frontier, build fortification networks through the harsh wilderness, recruit Indian allies, besiege forts and fortresses, and deal with events occurring in Europe that are above and beyond your control.Wilderness War includes a deck of strategy cards for conducting campaigns and incorporating the many events and personalities of the war. The French player can recruit up to sixteen different Indian tribes as allies, secure a continental alliance in Europe against Great Britain, sortie his squadron at Louisbourg, force a ministerial crisis in London, and work toward draining support for the war from the provincial assemblies. The British player can recruit Mohawks and Cherokees, plan for and conduct amphibious operations, implement a global strategy via William Pitt, destroy the French fleet at Quiberon Bay, and expel the Acadians. Relive the history of this exciting time when the fate of Canada hung in the balance.SCALE:    TIME 6 months per turn    MAP Point-to-point system    UNIT Battalions, Regiments, and war partiesNUMBER OF PLAYERS:       TwoCOMPONENTS:    271 full-color, die-cut counters, including stand-up leader counters and circular Irregulars        One 22x34"" full-color mapsheet Note that 2010 Reprint version includes a MOUNTED mapboard    70 Strategy Cards:    16-page Rulebook    24-page Playbook (including a 6-page Example of Play)    2 Player Aid sheets    Two 6-sided diceDESIGNER: Volko RuhnkeDEVELOPER: Rob WinslowMAP & CARD ART: Mark SimonitchCOUNTER ART: Mark Simonitch & Rodger B. MacGowan(BGG description:)Wilderness War is a card-driven wargame, dramatically simpler and more streamlined than either For the People or Paths of Glory, but the complexity still exceeds the classic Hannibal: Rome vs. Carthage, but only just.In Wilderness War, the players get to re-fight the 7 Years War in North America. Although only a single deck of strategy cards is used, à la We the People, the two sides are dramatically different in character: the French are irregular-heavy (especially Indians) and rely on raiding to tie down the superior numbers of British Regular & Provincial drilled troops, who will themselves be intent on sieges and trying to force a pitched battle. Like Hannibal: Rome vs. Carthage, the fortunes of war turn as the game goes on: the French are masters early, with the crushing British manpower advantage accruing late.A lot of the interesting aspects of this war are covered through rules or special cards, from the early recalcitrance of the colonial assemblies and infighting amongst the colonials to the very different natures of the battles of outposts and sieges and the raiding in the backwoods.Wilderness War is by the designer of the more recent Labyrinth: The War on Terror, 2001 â€“ ? and Andean Abyss and other GMT COIN Series games.",2001.0,Game,
Zombie 15',https://boardgamegeek.com/boardgame/144826/zombie-15,,Games Locker 2 R2 Middle Box,144826,2.0,4.0,https://cf.geekdo-images.com/thumb/img/mPVczx9urHmSi-uLYJS2eU7Zr0A=/fit-in/200x150/pic2138386.jpg,https://cf.geekdo-images.com/original/img/xd-YsIsW7PGYk3XqX22T3ZBHwKE=/0x0/pic2138386.jpg,"In an apocalyptic world in which everyone over the age of 18 has turned into a bloodthirsty, flesh-hungry zombie and most youngsters have been served as meat to quell their elders' appetite, a small team of kids and teenagers tries to survive on their own. As part of that small group of survivors, you must unite to escape the relentless horde of undead. Run across town to find shelter or food, hold a strategic position, meet with new survivors, and discover the truth about this terrible and mysterious disease!Zombie 15' is a frantic, scenario-based survival game in which time is scarce and cooperation is key. The game features easy rules but real choices to be made as quickly as possible if you don't want to get overwhelmed by zombies!Zombie 15' features a team of 15-year-old teenagers; a 15-minute soundtrack to give each game its tempo; a 15-scenario, progressive campaign; and much more than just 15 zombies...",2014.0,Game,
